,M_10,M_11,M_12,M_13,M_14,M_15,M_16,M_17,M_18,M_20,M_23,M_24,M_25,M_26,M_27,M_28,M_31,M_32,M_33,M_34,M_35,M_36,M_38,M_42
sample_0093,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0094,0.13692102,0.076939896,0.089344375,0.23738807,0.1518771,0.08177422,0.13338801,0.20550291,0.10152305,0.16482872,0.12237579,0.024550091,0.65839475,0.21679358,0.031277053,0.08645418,0.29945934,0.007183032,0.2498029,0.16073436,0.29742262,0.12288618,0.39745972,0.22211775
sample_0095,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0096,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0097,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0098,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0099,0.03309343,0.078654185,0.110873535,0.23841517,0.07708813,0.123182,0.13350357,0.20726913,0.10203126,0.16514444,0.12190561,0.024691472,0.3465734,0.21750809,0.025700562,0.0051643103,0.29956663,0.0070982706,0.2521417,0.15955314,0.29731584,0.12313905,0.39068064,0.22261691
sample_0100,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0101,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0102,0.020612173,0.080128156,0.11354691,0.23841603,0.03369631,0.11857903,0.13352282,0.2077378,0.10208235,0.16524191,0.121846706,0.02471263,0.38312477,0.21758808,0.024280628,0.023670971,0.2996216,0.0083237775,0.2516304,0.15935478,0.29729864,0.12316839,0.38775957,0.22266954
sample_0103,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0104,0.017351165,0.080068745,0.12118262,0.23921716,0.05135462,0.14162622,0.13357744,0.20820239,0.10238597,0.16542763,0.121594384,0.02478011,0.21635121,0.21799624,0.021784648,0.03350863,0.29942146,0.007765943,0.25232655,0.15880889,0.2972512,0.12330082,0.38609466,0.22295913
sample_0105,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596153,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0106,0.056167953,0.08155576,0.12827027,0.2394604,0.01741733,0.16516012,0.13364677,0.20886366,0.10268311,0.16565731,0.12133107,0.024856213,0.053376332,0.21840823,0.018984368,0.094427526,0.2990723,0.01055316,0.25313413,0.158121,0.2971959,0.12342881,0.3831956,0.22324398
sample_0107,0.03598638,0.07991272,0.10918596,0.23818791,0.04797815,0.13089263,0.13352543,0.20774482,0.10209785,0.16524123,0.12184216,0.024711803,0.35009387,0.21760496,0.025909856,0.012965135,0.29925516,0.009240998,0.25155243,0.15934582,0.2973011,0.12315835,0.3894798,0.22267814
sample_0108,0.060990803,0.07793695,0.10656083,0.23933807,0.13041638,0.10974922,0.13347444,0.2075896,0.101962626,0.16510393,0.12197838,0.02466578,0.44775772,0.21740253,0.026872326,0.009028606,0.30005696,0.0028880928,0.25098124,0.15982966,0.2973351,0.12312074,0.3901183,0.22255361
sample_0109,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0110,0.043794148,0.08109494,0.12640579,0.23943484,0.025089687,0.16020237,0.13362664,0.20868938,0.102598965,0.16559835,0.12140473,0.024835164,0.09019508,0.218292,0.019804912,0.083460435,0.29920834,0.009438146,0.253113,0.15831825,0.297211,0.12339408,0.3838018,0.22316381
sample_0111,0.02671466,0.08134633,0.12447752,0.2388781,0.018332558,0.1494605,0.13360506,0.20864037,0.1024789,0.16551605,0.12150131,0.024810221,0.16323268,0.21813235,0.021057896,0.05190268,0.29941082,0.009238157,0.25261605,0.15852894,0.29722795,0.12334634,0.3852835,0.22305104
sample_0112,0.118954144,0.0769513,0.08981216,0.23787823,0.08246651,0.067800194,0.13335879,0.20628315,0.101319686,0.16460553,0.122502565,0.02452743,0.5992321,0.21654226,0.028126836,0.18634972,0.30124813,0.0009843213,0.250376,0.1609551,0.29742965,0.12286648,0.39907303,0.22195017
sample_0113,0.05832658,0.08155441,0.1289744,0.23963737,0.016886216,0.16620386,0.13364951,0.20890862,0.102697745,0.16567264,0.12131779,0.02486,0.04800915,0.21842836,0.018966608,0.09665205,0.2991459,0.010170177,0.25317973,0.15809073,0.29719296,0.12343809,0.38300508,0.22325902
sample_0114,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0115,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0116,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0117,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0118,0.10400172,0.076105945,0.10090959,0.23855215,0.09963247,0.10561449,0.13343638,0.2065849,0.10174541,0.16489269,0.12216398,0.024614867,0.5053994,0.21710828,0.029745456,0.10845405,0.29990378,0.0044705137,0.2507403,0.16022116,0.2973721,0.12301483,0.39518964,0.22234243
sample_0119,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596153,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0120,0.07100331,0.080552414,0.114834785,0.23780422,0.024263762,0.12655453,0.13350178,0.20832458,0.10196241,0.16510254,0.12193218,0.024693182,0.36484522,0.21743368,0.024637321,0.04394269,0.30050805,0.001801216,0.25123015,0.15953647,0.29730922,0.12314392,0.38787726,0.22256567
sample_0121,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0122,0.05481811,0.08089197,0.1275876,0.23968378,0.030501468,0.16291289,0.13363639,0.20880325,0.10265172,0.16561007,0.121361166,0.024846679,0.07091196,0.21836275,0.019476114,0.09114196,0.299177,0.009759095,0.25304595,0.15822119,0.29720294,0.12341709,0.38324934,0.2232142
sample_0123,0.21293426,0.07698583,0.082592115,0.2371552,0.11495656,0.050478444,0.1332541,0.20680489,0.1008404,0.16394898,0.1229186,0.024408419,0.86943835,0.21588245,0.040168162,0.21477368,0.30227962,0.019321136,0.24927002,0.16197468,0.29751432,0.12267476,0.4027593,0.2214972
sample_0124,0.04647524,0.08122994,0.12659332,0.2392987,0.024174616,0.15967532,0.13362977,0.20870788,0.10260821,0.16559978,0.121397816,0.024836998,0.08847079,0.21830454,0.019702377,0.08754675,0.29908225,0.010480519,0.25296938,0.15829273,0.29721007,0.12339303,0.3840578,0.22317095
sample_0125,0.061013084,0.08158295,0.1293548,0.23971342,0.016837223,0.1681216,0.13365616,0.20894241,0.102725156,0.1656838,0.12129528,0.024866004,0.04024966,0.21846525,0.018790687,0.10053701,0.2990659,0.010596147,0.253229,0.1580282,0.29718888,0.12344864,0.38271952,0.22328483
sample_0126,0.029377904,0.08031547,0.12373434,0.23923783,0.04318598,0.15233657,0.13360675,0.20854497,0.102515556,0.16555421,0.12148299,0.024811508,0.15102956,0.21817417,0.020200469,0.05694979,0.2991322,0.010069463,0.2527597,0.15852407,0.29722908,0.12335042,0.38497338,0.22308096
sample_0127,0.054568082,0.08151564,0.12825972,0.23951231,0.017824093,0.165241,0.13364503,0.20885462,0.10267663,0.16564988,0.12133657,0.024854664,0.054989748,0.2183993,0.0191924,0.094566,0.2990962,0.0104010245,0.25311968,0.15813717,0.29719695,0.12342685,0.38323146,0.22323804
sample_0128,0.11487723,0.07691165,0.09666565,0.23815902,0.0960508,0.10145871,0.13343358,0.20710404,0.1017146,0.1649088,0.122177646,0.024614526,0.5330493,0.21707335,0.028243346,0.076159686,0.30036598,0.0013980148,0.2510229,0.16023132,0.29736996,0.123018846,0.39310247,0.22231986
sample_0129,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0130,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0131,0.16615659,0.07679587,0.0960374,0.23703629,0.10314453,0.093046136,0.13337953,0.20648746,0.10141927,0.16467199,0.122439235,0.024540115,0.66743517,0.2166682,0.03276231,0.06971809,0.29988116,0.0027444893,0.24983217,0.16079828,0.2974257,0.12286181,0.39930144,0.22202772
sample_0132,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0133,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0134,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0135,0.059310466,0.08148806,0.12898009,0.23968634,0.018426403,0.16704613,0.1336515,0.20890245,0.10270861,0.16567272,0.12130979,0.024861861,0.04450944,0.21844241,0.018850613,0.09814405,0.29908675,0.010498684,0.25320464,0.15807289,0.29719186,0.12344136,0.38290337,0.22326884
sample_0136,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0137,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0138,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0139,0.06101309,0.08158301,0.1293548,0.23971342,0.01683677,0.1681216,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024965,0.21846525,0.018790685,0.100537024,0.2990659,0.010596098,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0140,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596153,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0141,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0142,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0143,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0144,0.0077649727,0.0802977,0.11596667,0.23935163,0.04299515,0.1362049,0.13356678,0.20814162,0.10230599,0.16535607,0.12166376,0.024761382,0.2720057,0.21788871,0.02293615,0.03265728,0.29912525,0.010211141,0.2521272,0.15893233,0.2972656,0.12324998,0.38684332,0.22287747
sample_0145,0.047895946,0.075868286,0.10911848,0.23930314,0.12710191,0.11169393,0.13347991,0.207445,0.10198592,0.16544001,0.121957295,0.024672037,0.35832715,0.21743512,0.026710851,0.04114911,0.3000315,0.0021218676,0.25127766,0.15977515,0.2973305,0.12313094,0.39421344,0.222576
sample_0146,0.061013095,0.08158302,0.1293548,0.23971342,0.016836716,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0147,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0148,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0149,0.0041316785,0.080805205,0.11877167,0.23860116,0.021704074,0.13612834,0.13356233,0.20811063,0.102277026,0.16536452,0.12167029,0.024763955,0.27171597,0.21785825,0.022996552,0.015647411,0.2999936,0.004002888,0.25218883,0.15894185,0.29725993,0.123271205,0.38707235,0.22286253
sample_0150,0.023487478,0.08081419,0.12461536,0.239235,0.03150317,0.15495162,0.13360992,0.2085669,0.10252126,0.1655379,0.121472456,0.024816023,0.11540107,0.21818528,0.020613374,0.06347851,0.29925784,0.009507235,0.25269708,0.1584857,0.29722488,0.123359434,0.38542485,0.22308907
sample_0151,0.028421655,0.08108028,0.12215722,0.23930918,0.029215176,0.15125784,0.13360286,0.20835088,0.102488995,0.16545586,0.1214977,0.024809515,0.17101145,0.21814223,0.020586934,0.059483804,0.299465,0.007019855,0.25274947,0.15854958,0.29722893,0.123351365,0.38561234,0.22306038
sample_0152,0.061013095,0.08158302,0.1293548,0.23971342,0.016836716,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0153,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0154,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0155,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0156,0.021525599,0.07852232,0.120115116,0.23904204,0.07592112,0.13851418,0.13353504,0.20789401,0.10219159,0.16527534,0.12177168,0.024727844,0.36096048,0.21772496,0.022385772,0.00055654347,0.2993061,0.008862886,0.25172955,0.15924546,0.29729053,0.123202935,0.38871044,0.22276796
sample_0157,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596154,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0158,0.1516073,0.07766479,0.08283682,0.23688278,0.075046316,0.07721001,0.13333774,0.20600455,0.10119032,0.16449597,0.12260696,0.024500374,0.7188737,0.2163705,0.03053281,0.17435384,0.30136347,0.010250804,0.24926026,0.16116312,0.29744822,0.12281178,0.4003672,0.22182775
sample_0159,0.030140262,0.080022134,0.12166954,0.23944946,0.039194044,0.15144631,0.13358252,0.20828007,0.10240925,0.16545214,0.1215686,0.024788693,0.18312404,0.21803083,0.02235804,0.049919646,0.29973558,0.006727508,0.2524314,0.15874648,0.2972438,0.12332175,0.38639846,0.2229855
sample_0160,0.03977728,0.08087453,0.1251372,0.23963998,0.023407176,0.1567864,0.13361263,0.20856175,0.10254092,0.16556911,0.12145091,0.024822915,0.12733723,0.21821383,0.01953583,0.07150824,0.29969728,0.005302486,0.25286946,0.1584444,0.29721874,0.1233806,0.38439372,0.22311252
sample_0161,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
sample_0162,0.061013095,0.08158302,0.1293548,0.23971342,0.016836714,0.16812162,0.13365616,0.20894243,0.102725156,0.1656838,0.12129528,0.024866004,0.04024964,0.21846525,0.018790685,0.10053703,0.2990659,0.010596155,0.253229,0.15802819,0.29718888,0.12344864,0.38271952,0.22328483
